corpus,source_row,sentence_id,language,span_len,switch_form,switch_upos,switch_deprel,switch_lang_tag,register,secondary_register,topic,sentence_len,has_emoji,total_spa,total_gua,is_functional,upos_class,high_scope_deprel,switch_start,token_id,form,upos,deprel,raw_lang_tag
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,1,12.0,dirigente,NOUN,conj,es-b-ul
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,0,13.0,Organización,NOUN,nmod,ne-b-org
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,0,14.0,Campesinas,ADJ,nmod,ne-i-org
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,True,functional,False,0,15.0,de,ADP,case,ne-i-org
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,0,16.0,Misiones,PROPN,nmod,ne-i-org
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,1,18.0,OCM,PROPN,appos,ne-b-org
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,1,21.0,Mario,PROPN,flat,ne-b-per
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,0,22.0,Talavera,PROPN,appos,ne-i-per
Paraguay,,3,Guarani,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,1,24.0,ojerúre,VERB,root,gn
Paraguay,,3,Guarani,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,True,functional,False,0,25.0,mbovy,DET,det,gn
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,1,26.0,bono,NOUN,obj,es-b-ul
Paraguay,,3,Spanish,,,,,,Formal,News,Indigenous_CommunityAid,28,,,,False,lexical,False,0,27.0,navideño,ADJ,amod,es-i-ul
Paraguay,3.0,4,Spanish,4.0,salón,NOUN,root,es-b-ul,Formal,Announcement,Cultural_Event_Festival,6,0.0,3.0,1.0,False,lexical,False,1,,,,,
Paraguay,,4,Guarani,,,,,,Formal,Announcement,Cultural_Event_Festival,6,,,,False,lexical,False,0,1.0,Atyha,NOUN,nmod,gn
Paraguay,,4,Spanish,,,,,,Formal,Announcement,Cultural_Event_Festival,6,,,,False,lexical,False,1,2.0,salón,NOUN,root,es-b-ul
Paraguay,,4,Spanish,,,,,,Formal,Announcement,Cultural_Event_Festival,6,,,,False,lexical,False,0,3.0,Mangoré,PROPN,nmod,ne-b-per
Paraguay,,4,Spanish,,,,,,Formal,Announcement,Cultural_Event_Festival,6,,,,False,lexical,False,0,4.0,Gobernación,NOUN,nmod,ne-b-org
Paraguay,,4,Spanish,,,,,,Formal,Announcement,Cultural_Event_Festival,6,,,,False,lexical,False,0,5.0,Misiones-pe,PROPN,obl,ne-i-org
Paraguay,4.0,5,Spanish,3.0,de,ADP,case,es-i-ul,Formal,News,Legislation_Policy,10,0.0,5.0,5.0,True,functional,False,1,,,,,
Paraguay,4.0,5,Guarani,2.0,umi,DET,det,gn,Formal,News,Legislation_Policy,10,0.0,5.0,5.0,True,functional,False,1,,,,,
Paraguay,4.0,5,Spanish,1.0,discapacidad,NOUN,nmod,es-b-ul,Formal,News,Legislation_Policy,10,0.0,5.0,5.0,False,lexical,False,1,,,,,
Paraguay,4.0,5,Guarani,2.0,orekóva,VERB,acl,gn,Formal,News,Legislation_Policy,10,0.0,5.0,5.0,False,lexical,False,1,,,,,
Paraguay,,5,Guarani,,,,,,Formal,News,Legislation_Policy,10,,,,False,lexical,False,0,1.0,Ojehecha,VERB,root,gn
Paraguay,,5,Guarani,,,,,,Formal,News,Legislation_Policy,10,,,,False,lexical,False,0,2.0,Ley,NOUN,nsubj,gn
Paraguay,,5,Spanish,,,,,,Formal,News,Legislation_Policy,10,,,,True,functional,False,1,3.0,de,ADP,case,es-i-ul
Paraguay,,5,Spanish,,,,,,Formal,News,Legislation_Policy,10,,,,False,lexical,False,0,4.0,pasaje,NOUN,nmod,es-i-ul
Paraguay,,5,Spanish,,,,,,Formal,News,Legislation_Policy,10,,,,False,lexical,False,0,5.0,gratis,ADJ,amod,es-i-ul
Paraguay,,5,Guarani,,,,,,Formal,News,Legislation_Policy,10,,,,True,functional,False,1,6.0,umi,DET,det,gn
Paraguay,,5,Guarani,,,,,,Formal,News,Legislation_Policy,10,,,,False,lexical,False,0,7.0,tekove,NOUN,obj,gn
Paraguay,,5,Spanish,,,,,,Formal,News,Legislation_Policy,10,,,,False,lexical,False,1,8.0,discapacidad,NOUN,nmod,es-b-ul
Paraguay,,5,Guarani,,,,,,Formal,News,Legislation_Policy,10,,,,False,lexical,False,1,9.0,orekóva,VERB,acl,gn
Paraguay,,5,Guarani,,,,,,Formal,News,Legislation_Policy,10,,,,True,functional,False,0,10.0,pe,DET,det,gn
Paraguay,5.0,7,Spanish,4.0,Que,PRON,det,es-b-cc,Informal,Personal,UserMention_Request_Response,20,0.0,11.0,1.0,False,other,False,1,,,,,
Paraguay,5.0,7,Spanish,4.0,no,ADV,advmod,es-b-cc,Informal,Personal,UserMention_Request_Response,20,0.0,11.0,1.0,False,other,False,1,,,,,
Paraguay,5.0,7,Guarani,1.0,semana,NOUN,compound,gn,Informal,Personal,UserMention_Request_Response,20,0.0,11.0,1.0,False,lexical,False,1,,,,,
Paraguay,5.0,7,Spanish,1.0,santa,ADJ,obl,es-i-cc,Informal,Personal,UserMention_Request_Response,20,0.0,11.0,1.0,False,lexical,False,1,,,,,
Paraguay,5.0,7,Guarani,1.0,pio,PART,discourse,gn,Informal,Personal,UserMention_Request_Response,20,0.0,11.0,1.0,True,functional,True,1,,,,,
Paraguay,5.0,7,Spanish,1.0,@USER,PROPN,vocative,ne-b-org,Informal,Personal,UserMention_Request_Response,20,0.0,11.0,1.0,False,lexical,False,1,,,,,
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,0,1.0,@USER,PROPN,vocative,ne-b-per
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,other,False,1,3.0,Que,PRON,det,es-b-cc
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,0,4.0,servicio,NOUN,nsubj,es-i-cc
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,True,functional,False,0,5.0,de,ADP,case,es-i-cc
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,0,6.0,mierda,NOUN,fixed,es-i-cc
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,other,False,1,8.0,no,ADV,advmod,es-b-cc
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,0,9.0,hay,VERB,root,es-i-cc
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,0,10.0,señal,NOUN,obj,es-i-cc
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,True,functional,False,0,11.0,por,ADP,case,es-i-cc
Paraguay,,7,Guarani,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,1,12.0,semana,NOUN,compound,gn
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,1,13.0,santa,ADJ,obl,es-i-cc
Paraguay,,7,Guarani,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,True,functional,True,1,14.0,pio,PART,discourse,gn
Paraguay,,7,Spanish,,,,,,Informal,Personal,UserMention_Request_Response,20,,,,False,lexical,False,1,15.0,@USER,PROPN,vocative,ne-b-org
Paraguay,6.0,9,Guarani,2.0,pío,PART,discourse,gn,Informal,Personal,Health_COVID,16,1.0,10.0,3.0,True,functional,True,1,,,,,
Paraguay,6.0,9,Spanish,10.0,vos,PRON,nsubj,es-b-cc,Informal,Personal,Health_COVID,16,1.0,10.0,3.0,False,other,False,1,,,,,
Paraguay,,9,Guarani,,,,,,Informal,Personal,Health_COVID,16,,,,False,other,False,0,1.0,Mba'e,PRON,det,gn
Paraguay,,9,Guarani,,,,,,Informal,Personal,Health_COVID,16,,,,True,functional,True,1,3.0,pío,PART,discourse,gn
Paraguay,,9,Guarani,,,,,,Informal,Personal,Health_COVID,16,,,,True,functional,True,0,4.0,katu,PART,discourse,gn
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,False,other,False,1,6.0,vos,PRON,nsubj,es-b-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,False,other,False,0,7.0,lo,PRON,obj,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,True,functional,True,0,8.0,que,SCONJ,mark,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,False,other,False,0,9.0,casi,ADV,advmod,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,False,other,False,0,10.0,me,PRON,obj,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,True,functional,False,0,11.0,estás,AUX,root,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,False,lexical,False,0,12.0,matando,VERB,xcomp,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,False,other,False,0,13.0,ya,ADV,advmod,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,True,functional,False,0,14.0,mi,DET,det,es-i-cc
Paraguay,,9,Spanish,,,,,,Informal,Personal,Health_COVID,16,,,,False,lexical,False,0,15.0,amor,NOUN,vocative,es-i-cc
Paraguay,7.0,10,Spanish,3.0,Secretaria,NOUN,nsubj,ne-b-org,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Guarani,3.0,omombe'u,VERB,root,gn,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Spanish,1.0,objetivo,NOUN,nmod,es-b-ul,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Guarani,1.0,mbarete,ADJ,amod,gn,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Spanish,1.0,ocasión,NOUN,obj,es-b-ul,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Guarani,2.0,omopyendáva,VERB,advcl,gn,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Spanish,1.0,ciudadanía,NOUN,obj,es-b-ul,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Guarani,1.0,omomba'eguasúvo,VERB,advcl,gn,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Spanish,1.0,deporte,NOUN,nmod,es-b-ul,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Guarani,1.0,ndahetái,ADV,advmod,gn,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,other,False,1,,,,,
Paraguay,7.0,10,Spanish,1.0,gente,NOUN,nmod,es-b-ul,Formal,News,Sports_Event,26,0.0,9.0,12.0,False,lexical,False,1,,,,,
Paraguay,7.0,10,Guarani,4.0,ha,CCONJ,cc,gn,Formal,News,Sports_Event,26,0.0,9.0,12.0,True,functional,True,1,,,,,
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,0,1.0,Rodrigo,PROPN,appos,ne-b-per
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,0,2.0,Medina,PROPN,flat,ne-i-per
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,4.0,Secretaria,NOUN,nsubj,ne-b-org
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,True,functional,False,0,5.0,de,ADP,case,ne-i-org
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,0,6.0,Deportes,PROPN,nmod,ne-i-org
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,8.0,omombe'u,VERB,root,gn
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,0,9.0,iorekóha,NOUN,obj,gn
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,other,False,0,10.0,hikuái,PRON,nmod,gn
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,11.0,objetivo,NOUN,nmod,es-b-ul
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,12.0,mbarete,ADJ,amod,gn
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,14.0,ocasión,NOUN,obj,es-b-ul
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,15.0,omopyendáva,VERB,advcl,gn
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,0,16.0,ohechaukávo,VERB,advcl,gn
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,17.0,ciudadanía,NOUN,obj,es-b-ul
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,18.0,omomba'eguasúvo,VERB,advcl,gn
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,20.0,deporte,NOUN,nmod,es-b-ul
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,other,False,1,21.0,ndahetái,ADV,advmod,gn
Paraguay,,10,Spanish,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,1,22.0,gente,NOUN,nmod,es-b-ul
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,True,functional,True,1,23.0,ha,CCONJ,cc,gn
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,True,functional,True,0,24.0,ikatu,AUX,aux,gn
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,True,functional,True,0,25.0,haguã,SCONJ,mark,gn
Paraguay,,10,Guarani,,,,,,Formal,News,Sports_Event,26,,,,False,lexical,False,0,26.0,ojekuaa,VERB,conj,gn
Paraguay,8.0,11,Spanish,3.0,por,ADP,root,es-b-cc,Formal,Announcement,Media_Broadcast_Notice,27,0.0,17.0,4.0,True,functional,False,1,,,,,
Paraguay,8.0,11,Spanish,2.0,San,PROPN,compound,ne-b-per,Formal,Announcement,Media_Broadcast_Notice,27,0.0,17.0,4.0,False,lexical,False,1,,,,,
Paraguay,8.0,11,Guarani,1.0,Ara,NOUN,nsubj,gn,Formal,Announcement,Media_Broadcast_Notice,27,0.0,17.0,4.0,False,lexical,False,1,,,,,
Paraguay,8.0,11,Spanish,3.0,a,ADP,case,es-b-cc,Formal,Announcement,Media_Broadcast_Notice,27,0.0,17.0,4.0,True,functional,False,1,,,,,
Paraguay,8.0,11,Guarani,1.0,têtâ,NOUN,nsubj,gn,Formal,Announcement,Media_Broadcast_Notice,27,0.0,17.0,4.0,False,lexical,False,1,,,,,
Paraguay,8.0,11,Spanish,1.0,Japón_pe,PROPN,parataxis,ne-b-org,Formal,Announcement,Media_Broadcast_Notice,27,0.0,17.0,4.0,False,lexical,True,1,,,,,
Paraguay,8.0,11,Spanish,10.0,Cobertura,NOUN,root,es-b-cc,Formal,Announcement,Media_Broadcast_Notice,27,0.0,17.0,4.0,False,lexical,False,1,,,,,
Paraguay,,11,Guarani,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,0,1.0,MARANDU,NOUN,obj,gn
Paraguay,,11,Guarani,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,other,False,0,2.0,KO'EMBOYVE,ADV,advmod,gn
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,True,functional,False,1,3.0,por,ADP,root,es-b-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,0,4.0,NOTICIAS,NOUN,obl,es-i-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,0,5.0,PARAGUAY,PROPN,nmod,ne-b-loc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,1,7.0,San,PROPN,compound,ne-b-per
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,0,8.0,Jua,PROPN,nmod,ne-i-per
Paraguay,,11,Guarani,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,1,9.0,Ara,NOUN,nsubj,gn
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,True,functional,False,1,10.0,a,ADP,case,es-b-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,True,functional,False,0,11.0,lo,DET,det,es-i-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,0,12.0,Paraguay,PROPN,nmod,ne-b-loc
Paraguay,,11,Guarani,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,1,14.0,têtâ,NOUN,nsubj,gn
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,True,1,15.0,Japón_pe,PROPN,parataxis,ne-b-org
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,1,17.0,Cobertura,NOUN,root,es-b-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,True,functional,False,0,18.0,de,ADP,case,es-i-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,True,functional,False,0,19.0,la,DET,det,es-i-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,0,20.0,querida,ADJ,amod,es-i-cc
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,False,lexical,False,0,21.0,Delia,PROPN,nmod,ne-b-per
Paraguay,,11,Spanish,,,,,,Formal,Announcement,Media_Broadcast_Notice,27,,,,True,functional,False,0,22.0,de,ADP,case,ne-i-per
