corpus,source_row,sentence_id,language,span_len,switch_form,switch_upos,switch_deprel,switch_lang_tag,register,secondary_register,topic,sentence_len,speaker,age,gender,is_functional,upos_class,high_scope_deprel,switch_start,token_id,form,upos,deprel,raw_lang_tag
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,True,functional,False,0,1.0,el,DET,det,spa
Miami,,337.0,English,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,False,lexical,False,1,2.0,blog,NOUN,nsubj,eng
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,True,functional,False,1,3.0,es,AUX,root,spa
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,True,functional,True,0,4.0,para,ADP,mark,spa
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,False,other,False,0,5.0,ellos,PRON,nsubj,spa
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,False,lexical,False,0,6.0,escribir,VERB,xcomp,spa
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,False,lexical,False,0,7.0,cosas,NOUN,obj,spa
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,True,functional,False,0,8.0,en,ADP,case,spa
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,False,lexical,False,0,9.0,términos,NOUN,nmod,spa
Miami,,337.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,11.0,CAL,,,False,other,False,0,10.0,más,ADV,advmod,spa
Miami,11.0,342.0,English,1.0,blog,NOUN,attr,eng,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,64.0,man,False,lexical,False,1,,,,,
Miami,11.0,342.0,Spanish,3.0,tuyo,ADJ,amod,spa,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,64.0,man,False,lexical,False,1,,,,,
Miami,,342.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,True,functional,True,0,1.0,pero,CCONJ,cc,spa
Miami,,342.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,False,other,False,0,2.0,eso,PRON,nsubj,spa
Miami,,342.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,True,functional,True,0,3.0,sería,AUX,cop,spa
Miami,,342.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,True,functional,False,0,4.0,un,DET,det,spa
Miami,,342.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,False,lexical,False,1,5.0,blog,NOUN,attr,eng
Miami,,342.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,False,lexical,False,1,6.0,tuyo,ADJ,amod,spa
Miami,,342.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,True,functional,False,0,7.0,hacia,ADP,case,spa
Miami,,342.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,9.0,CAL,,,False,other,False,0,8.0,ellos,PRON,nmod,spa
Miami,12.0,361.0,Spanish,8.0,esa,DET,det,spa,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,63.0,woman,True,functional,False,1,,,,,
Miami,12.0,361.0,English,7.0,it's,PRON,nsubj,eng,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,63.0,woman,False,other,False,1,,,,,
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,False,other,True,0,1.0,ah,INTJ,discourse,eng&spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,False,1,2.0,esa,DET,det,spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,False,lexical,False,0,3.0,canción,NOUN,obj,spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,True,0,4.0,que,SCONJ,mark,spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,True,0,5.0,que,SCONJ,mark,spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,False,lexical,False,0,6.0,cantan,VERB,root,spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,False,lexical,True,0,7.0,It's_Been,PROPN,parataxis,spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,False,0,8.0,a,DET,det,spa
Miami,,361.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,False,lexical,True,0,9.0,It's_Been_a_Day,PROPN,parataxis,spa
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,False,other,False,1,10.0,it's,PRON,nsubj,eng
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,True,1,10.0,it's,AUX,aux,eng
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,False,0,11.0,the,DET,det,eng
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,False,lexical,False,0,12.0,end,NOUN,attr,eng
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,False,0,13.0,of,ADP,case,eng
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,False,0,14.0,the,DET,dep,eng
Miami,,361.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,16.0,GRA,,,True,functional,False,0,15.0,the,DET,dep,eng&spa
Miami,13.0,365.0,English,4.0,it,PRON,nsubj,eng,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,63.0,woman,False,other,False,1,,,,,
Miami,,365.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,False,lexical,False,0,1.0,hay,VERB,root,spa
Miami,,365.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,False,lexical,False,0,2.0,hay,VERB,conj,spa
Miami,,365.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,True,functional,False,0,3.0,una,DET,det,spa
Miami,,365.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,False,other,False,0,4.0,una,PRON,expl,spa
Miami,,365.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,True,functional,True,0,5.0,que,SCONJ,mark,spa
Miami,,365.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,False,lexical,False,0,6.0,dice,VERB,acl:relcl,spa
Miami,,365.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,False,other,False,1,7.0,it,PRON,nsubj,eng
Miami,,365.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,True,functional,True,0,8.0,s,AUX,aux,eng
Miami,,365.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,False,other,False,0,9.0,five,NUM,ccomp,eng
Miami,,365.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,11.0,GRA,,,False,lexical,False,0,10.0,o'clock,NOUN,nmod,eng
Miami,14.0,496.0,English,1.0,harpsichord,NOUN,root,eng,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,64.0,man,False,lexical,False,1,,,,,
Miami,,496.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,,,False,other,True,0,1.0,bueno,ADV,discourse,spa
Miami,,496.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,,,True,functional,False,0,2.0,en,ADP,case,spa
Miami,,496.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,,,True,functional,False,0,3.0,en,ADP,case,spa
Miami,,496.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,,,True,functional,False,0,4.0,aquel,DET,det,spa
Miami,,496.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,,,False,lexical,False,0,5.0,entender,NOUN,obl,spa
Miami,,496.0,Spanish,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,,,True,functional,True,0,6.0,era,AUX,cop,spa
Miami,,496.0,English,,,,,,Informal conversation between brother and sister,,Narratives_Quotations,8.0,CAL,,,False,lexical,False,1,7.0,harpsichord,NOUN,root,eng
Miami,15.0,500.0,English,1.0,mmhm,other,discourse,eng,Informal conversation between brother and sister,,Casual_EverydayTalk,3.0,CAL,64.0,man,False,other,True,1,,,,,
Miami,,500.0,Spanish,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,3.0,CAL,,,False,other,False,0,1.0,sí,ADV,root,spa
Miami,,500.0,English,,,,,,Informal conversation between brother and sister,,Casual_EverydayTalk,3.0,CAL,,,False,other,True,1,2.0,mmhm,other,discourse,eng
Miami,16.0,667.0,Spanish,8.0,del,ADP,case,spa,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,45.0,woman,True,functional,False,1,,,,,
Miami,,667.0,English,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,False,other,True,0,1.0,mm,other,discourse,eng
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,True,functional,False,1,2.0,del,ADP,case,spa
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,True,functional,False,0,3.0,el,DET,det,spa
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,False,lexical,False,0,4.0,artículo,NOUN,obj,spa
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,True,functional,False,0,5.0,ese,DET,det,spa
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,True,functional,True,0,6.0,que,SCONJ,mark,spa
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,False,other,False,0,7.0,tú,PRON,nsubj,spa
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,True,functional,True,0,8.0,habías,AUX,aux,spa
Miami,,667.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Office_Logistics,10.0,MAR,,,False,lexical,False,0,9.0,encontrado,VERB,root,spa
Miami,17.0,681.0,English,1.0,si,SCONJ,mark,eng,MAR is in her office talking to a colleague,MAR's office,Workplace_Technical,20.0,MAR,45.0,woman,True,functional,True,1,,,,,
Miami,17.0,681.0,Spanish,10.0,es,AUX,cop,spa,MAR is in her office talking to a colleague,MAR's office,Workplace_Technical,20.0,MAR,45.0,woman,True,functional,True,1,,,,,
Miami,,681.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Workplace_Technical,20.0,MAR,,,False,other,True,0,1.0,bueno,INTJ,discourse,spa
Miami,,681.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Workplace_Technical,20.0,MAR,,,True,functional,False,0,2.0,no,PART,advmod,spa
Miami,,681.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Workplace_Technical,20.0,MAR,,,False,other,False,0,3.0,me,PRON,iobj,spa
Miami,,681.0,Spanish,,,,,,MAR is in her office talking to a colleague,MAR's office,Workplace_Technical,20.0,MAR,,,True,functional,True,0,4.0,habían,AUX,aux,spa
