corpus,model,term,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Miami,Poisson_switch_count,C(register)[T.Informal conversation between neighbours at Ethan's house],-0.0056641564657258225,0.10848142989531723,-0.05221314349554241,0.9583588602246065,-0.2182838520519543,0.20695553912050266
Miami,Poisson_switch_count,C(register)[T.Informal conversation between three co-workers during their lunch hour],0.03235345465948704,0.08114831566748137,0.39869533203943086,0.6901177077976905,-0.12669432145486387,0.19140123077383792
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two classmates at Florida International University],0.05921657350817515,0.10529368808633452,0.562394333263558,0.573847379104057,-0.14715526294043468,0.26558840995678495
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two co-workers at Florida International University],0.06295160139809797,0.08169075550884289,0.770608632592259,0.4409389428240804,-0.09715933726910111,0.22306254006529705
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two co-workers at their workplace],-0.048139409868745736,0.0802488636165735,-0.5998765303238971,0.5485885248155482,-0.2054242923574965,0.10914547262000504
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two cousins],-0.0816638730250168,0.08146768344061031,-1.0024081890649255,0.3161464886347872,-0.24133759847252317,0.07800985242248955
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two cousins at Felipe's house],0.10855289377189692,0.14907339347996218,0.7281842268284323,0.4665008200139641,-0.18362558850199706,0.4007313760457909
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two cousins in a restaurant],-0.11435867098833093,0.11068875417664581,-1.0331552815729443,0.30153123626148737,-0.3313046426681642,0.10258730069150233
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two friends at Florida International University],0.06180089940191902,0.07588163279263459,0.8144381865214383,0.4153939700382354,-0.08692436795973829,0.21052616676357633
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two friends at a café],0.04922331075487728,0.09996558660293302,0.4924025599969125,0.62243478991231,-0.14670563868029118,0.2451522601900457
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two friends at the researcher's house],-0.12735933225046794,0.09644945303761022,-1.3204774961326582,0.18667564464072217,-0.3163967865327713,0.061678122031835425
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two friends in Florida International University],0.10525989478878468,0.14088303424478205,0.7471438654983629,0.45497672414433543,-0.17086577836371125,0.3813855679412806
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two neighbours at Kevin's house],0.0773378656841417,0.07858592583500258,0.9841185283802434,0.3250572378100215,-0.07668771864419915,0.23136345001248254
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two neighbours at Marcela's house],-0.025393400270749822,0.08207669997621725,-0.30938622383828634,0.7570277484788605,-0.18626077619403514,0.1354739756525355
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two sisters at Kayla's workplace],-0.17491324589753432,0.07836284329872148,-2.2320941728819084,0.025608739486705966,-0.3285015964891843,-0.0213248953058843
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two sisters at Samantha's house],0.012174054480169878,0.09213251320785766,0.13213635508568322,0.894876440812737,-0.168402353212392,0.19275046217273173
Miami,Poisson_switch_count,C(register)[T.Informal conversation between two workmates in a shopping mall café],0.01874729683298649,0.10001502220590543,0.18744480998455,0.8513118918795173,-0.1772785446035619,0.21477313826953487
Miami,Poisson_switch_count,C(register)[T.Informal conversation bteween two friends at Florida International University],-0.21405066337870182,0.2747374996245644,-0.7791097453795254,0.43591506990641493,-0.7525262678454346,0.324424941088031
Miami,Poisson_switch_count,C(register)[T.Informal conversation in the communal lounge area of an apartment],0.025770639193509186,0.09638841794102668,0.26736240457101845,0.7891901429128199,-0.1631471884976975,0.21468846688471588
Miami,Poisson_switch_count,C(register)[T.Informal telephone conversation between two friends],-0.0012760411334715727,0.09988835650080077,-0.01277467342714106,0.9898075625251266,-0.19705362234993848,0.19450154008299533
Miami,Poisson_switch_count,"C(register)[T.MAR is in a house with some of her relatives, at a family reunion.]",0.05264198297434981,0.08383587986388737,0.6279171049414316,0.5300582450867906,-0.11167332217109614,0.21695728811979575
Miami,Poisson_switch_count,C(register)[T.MAR is in her office talking to a colleague],0.03723348010866116,0.18198107168685304,0.20460083987598057,0.837883999157532,-0.3194428662655725,0.39390982648289485
Miami,Poisson_switch_count,C(register)[T.MAR is in her office talking to colleague.],0.03531397916808654,0.07308050682836434,0.48322022794702785,0.628939374181325,-0.10792118218744107,0.17854914052361415
Miami,Poisson_switch_count,"C(register)[T.MAR is in her office talking to colleagues. There are times when Maria is working and not taking part in the conversation, so there are long pauses where you can hear background voices and other noices.]",0.23195542581082762,0.11385903952270993,2.037215725542482,0.04162842865134309,0.00879580903199359,0.4551150425896616
Miami,Poisson_switch_count,"C(register)[T.MAR is in her office. In the first part of the recording she is handling some heavy boxes and binders and she is panting because of the effort. She is also talking to colleagues. In the second part of the recording, she stops for lunch and talks to a colleague throughout her lunch. She is eating while she is talking so at times her utterances are unclear because of the noises.]",0.2015231372495323,0.11793916147680109,1.708704171931665,0.08750576094298336,-0.02963337161185159,0.4326796461109162
Miami,Poisson_switch_count,C(register)[T.Two friends chatting at Florida International University.],-0.188140391035583,0.22175646619777278,-0.8484099438516062,0.3962097066961753,-0.6227750781220915,0.24649429605092554
Miami,Poisson_switch_count,sentence_len,0.03509722877420331,0.0015264172140686662,22.993208181039584,5.4508513596761085e-117,0.032105506009246755,0.03808895153915986
Paraguay,Poisson_switch_count,Intercept,1.8315529678728357,0.10322918486671759,17.742588689793596,1.9666248009918032e-70,1.6292274833806422,2.0338784523650295
Paraguay,Poisson_switch_count,C(register)[T.Informal],-0.2399207351613132,0.06733722402773339,-3.56297335723997,0.0003666779068021109,-0.3718992690745758,-0.10794220124805062
Paraguay,Poisson_switch_count,C(secondary_register)[T.Announcement],-0.3587547768265103,0.10880854690830777,-3.297119454493134,0.0009768194643836898,-0.5720156099769306,-0.14549394367609003
Paraguay,Poisson_switch_count,C(secondary_register)[T.Commercial],-0.17933268267490837,0.1793148647323726,-1.0000993667901563,0.3172624225436601,-0.5307833594430302,0.17211799409321343
Paraguay,Poisson_switch_count,C(secondary_register)[T.Culture_Arts],-0.2684824173369755,0.11118017193547398,-2.414840817954442,0.01574208775080954,-0.48639155012547536,-0.050573284548475594
Paraguay,Poisson_switch_count,C(secondary_register)[T.Education],0.03215088600015772,0.1302790679653753,0.24678474065152634,0.805074820503222,-0.22319139515142375,0.28749316715173917
Paraguay,Poisson_switch_count,C(secondary_register)[T.Entertainment],-0.12402067824958228,0.13436182180611672,-0.9230351046336909,0.35598891145006406,-0.38736500988675954,0.13932365338759495
Paraguay,Poisson_switch_count,C(secondary_register)[T.Health],-0.6160238756537684,0.36775136654114565,-1.675109684697378,0.09391271313743554,-1.336803309339802,0.10475555803226533
Paraguay,Poisson_switch_count,C(secondary_register)[T.Humor_Rant],-0.5815078368051175,0.42263093422938935,-1.375923506085561,0.1688453169063514,-1.409849246647237,0.24683357303700193
Paraguay,Poisson_switch_count,C(secondary_register)[T.News],-0.10611387004820638,0.1022856314161919,-1.0374269443225872,0.29953692648882824,-0.3065900237598812,0.09436228366346844
Paraguay,Poisson_switch_count,C(secondary_register)[T.Opinion],-0.17566654976973417,0.11408327822999584,-1.539809799430766,0.12360672256782046,-0.3992656663387884,0.047932566799320064
Paraguay,Poisson_switch_count,C(secondary_register)[T.Other],0.03857356093685143,0.2397034405079258,0.16092201620099814,0.8721548218698156,-0.4312365494290226,0.5083836713027254
Paraguay,Poisson_switch_count,C(secondary_register)[T.Personal],-0.23829176298980917,0.11166558708375912,-2.133976717563569,0.03284468671919502,-0.4571522919864981,-0.019431233993120245
Paraguay,Poisson_switch_count,C(secondary_register)[T.Politics],-0.008676916628350562,0.1057391054260598,-0.08205967502172667,0.9345992596035428,-0.21592175502091157,0.19856792176421043
Paraguay,Poisson_switch_count,C(secondary_register)[T.Sports],-0.06062854440281158,0.14954931424609205,-0.405408374544893,0.685177356193742,-0.3537398142378148,0.23248272543219167
Paraguay,Poisson_switch_count,C(secondary_register)[T.UserMention_Request_Response],-0.43743897734550174,0.21833196215303882,-2.003549883543303,0.045118298948536494,-0.86536175983942,-0.009516194851583504
Paraguay,Poisson_switch_count,sentence_len,0.041138688069559066,0.0009294042516614446,44.26350320220475,0.0,0.039317089209224235,0.0429602869298939
Miami,OLS_mean_span,Intercept,1.235781245938397,0.3029216468584891,4.079540893674385,4.512473158296834e-05,0.6420657279581976,1.8294967639185964
Miami,OLS_mean_span,C(register)[T.Conversation in MAR's office],-1.765441107693463,1.4210244109074264,-1.2423721184114647,0.21409929783139592,-4.550597774224265,1.0197155588373392
Miami,OLS_mean_span,C(register)[T.Informal conversation at Abel's house],-0.5121007972571561,0.5408430062494017,-0.946856650340059,0.34371183000839356,-1.5721336107963548,0.5479320162820427
Miami,OLS_mean_span,C(register)[T.Informal conversation at Florida International University],-0.9355173255435889,0.3717935095758963,-2.5162282327379266,0.01186183413421437,-1.6642192139980934,-0.20681543708908445
Miami,OLS_mean_span,C(register)[T.Informal conversation at Julia's house],-1.221814277003321,0.40806710312120203,-2.994150392565273,0.002752102529190445,-2.021611102396469,-0.4220174516101727
Miami,OLS_mean_span,"C(register)[T.Informal conversation at Lily's house between Lily, who is pregnant, and her mother]",-1.0394050011853557,0.5502947771362096,-1.8888149485890562,0.0589166290271606,-2.117962945252822,0.039152942882110686
Miami,OLS_mean_span,C(register)[T.Informal conversation at Miguel's home],-0.951296500480791,0.4088285448724002,-2.3268837570471033,0.01997145293899025,-1.7525857242826128,-0.15000727667896918
Miami,OLS_mean_span,"C(register)[T.Informal conversation between Luis and his mother Ava, at Luis's place of work]",-1.2335330751918583,0.3781015431083794,-3.2624386164916475,0.0011045809167837242,-1.9745984821833007,-0.492467668200416
Miami,OLS_mean_span,"C(register)[T.Informal conversation between MAR and OSE, probably at OSE's place]",-0.610775735345381,0.5243463058483119,-1.1648327232080706,0.2440867102584071,-1.6384756102346962,0.41692413954393415
Miami,OLS_mean_span,C(register)[T.Informal conversation between Paola and her grandmother at a friend's house],-0.504063618961047,0.3758738668074305,-1.3410445989300217,0.17990597289267785,-1.2407628606334162,0.2326356227113221
Miami,OLS_mean_span,C(register)[T.Informal conversation between a couple at Florida International University],-0.9621458527423096,0.3198509433405143,-3.008106972246776,0.0026288058739072306,-1.5890421821108789,-0.33524952337374014
Miami,OLS_mean_span,C(register)[T.Informal conversation between a couple at their house],0.1498238427312808,0.4741036819920264,0.3160149318009316,0.7519911745362209,-0.7794022989109219,1.0790499843734835
Miami,OLS_mean_span,C(register)[T.Informal conversation between a couple in their garden; their children join them for a while],0.27324435335811326,0.5135461291732916,0.5320736304603892,0.5946750000820353,-0.7332875642214927,1.2797762709377192
Miami,OLS_mean_span,C(register)[T.Informal conversation between a couple in their living room],-0.2521111659246484,0.37672073065563744,-0.6692256236758699,0.503351563210169,-0.990470230239312,0.4862478983900153
Miami,OLS_mean_span,C(register)[T.Informal conversation between brother and sister],-0.8452265606572527,0.46329544759270125,-1.8243791624741368,0.06809477000266699,-1.7532689521403113,0.06281583082580589
Miami,OLS_mean_span,C(register)[T.Informal conversation between neighbours at Ethan's house],-0.6045404470061388,0.4738780819046825,-1.2757299189198166,0.20205100848698732,-1.5333244206022385,0.3242435265899608
Miami,OLS_mean_span,C(register)[T.Informal conversation between three co-workers during their lunch hour],-0.03835346183301501,0.42404502793439447,-0.09044667265606711,0.9279322692335968,-0.8694664444077094,0.7927595207416793
Miami,OLS_mean_span,C(register)[T.Informal conversation between two classmates at Florida International University],-1.5982004610927245,0.3968343742250401,-4.027374050480828,5.640326379005779e-05,-2.375981542401293,-0.820419379784156
Miami,OLS_mean_span,C(register)[T.Informal conversation between two co-workers at Florida International University],-0.425646559843754,0.3961068071673443,-1.0745752209805624,0.282564950656106,-1.202001635922901,0.350708516235393
Miami,OLS_mean_span,C(register)[T.Informal conversation between two co-workers at their workplace],0.18287883979805378,0.33118791610641113,0.5521905567934264,0.5808178035273064,-0.46623754788538496,0.8319952274814925
Miami,OLS_mean_span,C(register)[T.Informal conversation between two cousins],-0.25263951390022554,0.33772977856542374,-0.748052229724496,0.45442865435038216,-0.9145777163951436,0.40929868859469254
Miami,OLS_mean_span,C(register)[T.Informal conversation between two cousins at Felipe's house],0.2894134493058669,0.5149413085691088,0.5620319141031304,0.574094275374105,-0.719852969641513,1.2986798682532468
Miami,OLS_mean_span,C(register)[T.Informal conversation between two cousins in a restaurant],-0.1262309725263478,0.43768691368277124,-0.2884047216861459,0.7730369538317957,-0.9840815598490709,0.7316196147963752
Miami,OLS_mean_span,C(register)[T.Informal conversation between two friends at Florida International University],-0.5415565514086141,0.34130377511385873,-1.586728864126836,0.11257406608968554,-1.2104996584193353,0.127386555602107
Miami,OLS_mean_span,C(register)[T.Informal conversation between two friends at a café],0.10861342244257025,0.6634133217240255,0.16371908565283913,0.8699522921022736,-1.1916527950006035,1.4088796398857442
Miami,OLS_mean_span,C(register)[T.Informal conversation between two friends at the researcher's house],0.34429839898682274,0.6130359445575736,0.5616284037558384,0.5743692239848535,-0.857229973574515,1.5458267715481604
Miami,OLS_mean_span,C(register)[T.Informal conversation between two friends in Florida International University],-0.8537143883172951,0.48700035919584966,-1.753005664568657,0.07960103476075363,-1.8082175527992301,0.10078877616463999
Miami,OLS_mean_span,C(register)[T.Informal conversation between two neighbours at Kevin's house],-0.4660896203253957,0.4228834416440231,-1.1021704196158688,0.270387589324256,-1.2949259356060265,0.36274669495523526
Miami,OLS_mean_span,C(register)[T.Informal conversation between two neighbours at Marcela's house],0.19186274106659626,0.35267307055457686,0.5440243587776433,0.5864247106488429,-0.49936377553752775,0.8830892576707203
Miami,OLS_mean_span,C(register)[T.Informal conversation between two sisters at Kayla's workplace],-0.058203251371414716,0.3404555557206436,-0.17095697336533594,0.8642575977325344,-0.7254838789204457,0.6090773761776164
Miami,OLS_mean_span,C(register)[T.Informal conversation between two sisters at Samantha's house],1.0028488886078832,0.49786567853969765,2.0142960879516028,0.04397845645756389,0.027050089531479693,1.978647687684287
Miami,OLS_mean_span,C(register)[T.Informal conversation between two workmates in a shopping mall café],-0.10652404822936626,0.4585439739805171,-0.23230934059530856,0.8162977581270912,-1.0052537225590514,0.792205626100319
Miami,OLS_mean_span,C(register)[T.Informal conversation bteween two friends at Florida International University],-1.3855915503595035,1.0011973326853565,-1.3839345203239266,0.16637850547294653,-3.347902263840369,0.576719163121362
Miami,OLS_mean_span,C(register)[T.Informal conversation in the communal lounge area of an apartment],-1.1082109219860365,0.3947115081414808,-2.8076478621160654,0.004990476378662278,-1.8818312622268274,-0.3345905817452458
Miami,OLS_mean_span,C(register)[T.Informal telephone conversation between two friends],-1.0005039016207675,0.5114505601974487,-1.9562084382789935,0.05044060489162011,-2.002928579480602,0.0019207762390669458
Miami,OLS_mean_span,"C(register)[T.MAR is in a house with some of her relatives, at a family reunion.]",-1.1177934067581268,0.3143901964346016,-3.555433405477217,0.0003773565202110797,-1.7339868688624187,-0.5015999446538347
Miami,OLS_mean_span,C(register)[T.MAR is in her office talking to a colleague],-0.8882335533124397,0.6427883350150759,-1.3818445434166242,0.16701943876342662,-2.148075539624455,0.3716084329995757
Miami,OLS_mean_span,C(register)[T.MAR is in her office talking to colleague.],-0.4894235342013651,0.30026671479643746,-1.6299626634712556,0.1031093882830201,-1.0779354809585426,0.09908841255581247
Miami,OLS_mean_span,"C(register)[T.MAR is in her office talking to colleagues. There are times when Maria is working and not taking part in the conversation, so there are long pauses where you can hear background voices and other noices.]",-0.8226223393289351,0.47170767937181884,-1.7439239921309642,0.0811723444263582,-1.7471524021286675,0.10190772347079724
Miami,OLS_mean_span,"C(register)[T.MAR is in her office. In the first part of the recording she is handling some heavy boxes and binders and she is panting because of the effort. She is also talking to colleagues. In the second part of the recording, she stops for lunch and talks to a colleague throughout her lunch. She is eating while she is talking so at times her utterances are unclear because of the noises.]",-0.17796635142326345,0.5553308882933523,-0.32046903058137316,0.748612803431479,-1.2663948919808699,0.910462189134343
Miami,OLS_mean_span,C(register)[T.Two friends chatting at Florida International University.],-0.3266865295286685,0.6802175508044325,-0.48026771603044577,0.6310370417509505,-1.6598884307574007,1.0065153717000637
Miami,OLS_mean_span,sentence_len,0.28169806363029803,0.01750583327749403,16.09166836933473,2.9186514084313373e-58,0.24738726088704696,0.3160088663735491
Paraguay,OLS_mean_span,Intercept,1.6811399331982937,0.35288481186558124,4.763990618668688,1.8980133261722826e-06,0.9894984112505617,2.3727814551460256
Paraguay,OLS_mean_span,C(register)[T.Informal],0.15360835003509726,0.3227189921574375,0.475981748109079,0.6340873810796139,-0.4789092517205444,0.7861259517907389
Paraguay,OLS_mean_span,C(secondary_register)[T.Announcement],0.40921515677127485,0.3887841090252184,1.0525511389786026,0.2925467609920662,-0.3527876946796471,1.1712180082221968
Paraguay,OLS_mean_span,C(secondary_register)[T.Commercial],-0.24316503839131431,0.520602187970109,-0.4670841652422635,0.6404396627681779,-1.2635265770854796,0.7771965003028508
Paraguay,OLS_mean_span,C(secondary_register)[T.Culture_Arts],0.19722166604022084,0.3963153927776702,0.49763816807100564,0.6187390965050166,-0.5795422303228582,0.9739855624032999
Paraguay,OLS_mean_span,C(secondary_register)[T.Education],-0.28072963324302364,0.512761343694603,-0.5474859536412795,0.5840449179617206,-1.2857233995488098,0.7242641330627626
Paraguay,OLS_mean_span,C(secondary_register)[T.Entertainment],-0.13292111361964906,0.47352455418875317,-0.28070585240795126,0.7789360195943085,-1.0610121856249903,0.7951699583856923
Paraguay,OLS_mean_span,C(secondary_register)[T.Health],1.9738084996315834,1.1941911962539455,1.6528412751854282,0.09836317132383858,-0.36676323568095337,4.31438023494412
Paraguay,OLS_mean_span,C(secondary_register)[T.Humor_Rant],1.6268717274222004,10.554730430593288,0.15413673879407197,0.8775019210364627,-19.06001978306958,22.313763237913985
Paraguay,OLS_mean_span,C(secondary_register)[T.News],-0.16325176275787337,0.35020866228991704,-0.46615569612246455,0.6411040589703076,-0.8496481279200613,0.5231446024043146
Paraguay,OLS_mean_span,C(secondary_register)[T.Opinion],0.24185782717224227,0.46271995667911575,0.5226872618765488,0.6011919040785976,-0.6650566228467587,1.1487722771912432
Paraguay,OLS_mean_span,C(secondary_register)[T.Other],-0.8469917871448892,0.4577315406255244,-1.850411675777054,0.06425423745555549,-1.7441291213589496,0.05014554706917118
Paraguay,OLS_mean_span,C(secondary_register)[T.Personal],0.3340294029066734,0.44791628729500943,0.7457406939227303,0.45582407169101724,-0.5438703882804409,1.2119291940937877
Paraguay,OLS_mean_span,C(secondary_register)[T.Politics],-0.35288643354661214,0.3560836969415724,-0.9910210340365994,0.3216753095220709,-1.0507976550339695,0.34502478794074515
Paraguay,OLS_mean_span,C(secondary_register)[T.Sports],-0.3754571858679741,0.4491984251586436,-0.8358381615771999,0.40324595468904834,-1.2558699210910265,0.5049555493550784
Paraguay,OLS_mean_span,C(secondary_register)[T.UserMention_Request_Response],0.2132183208850102,0.6300537539403869,0.3384129045363708,0.7350520507994913,-1.0216643451624092,1.4481009869324297
Paraguay,OLS_mean_span,sentence_len,0.028335788912862956,0.003855017795976551,7.35036526742802,1.9766593712498798e-13,0.02078009287298794,0.03589148495273797
Miami,Logit_switch_start,Intercept,0.5024223334903607,0.1409180441370354,3.5653513115877575,0.0003633691229318687,0.22622804220994558,0.7786166247707758
Miami,Logit_switch_start,C(register)[T.Conversation in MAR's office],-0.13747175898811215,0.702873768542345,-0.1955852745411285,0.844934786889777,-1.51507903100905,1.240135513032826
Miami,Logit_switch_start,C(register)[T.Informal conversation at Abel's house],0.026390799123413137,0.2205011411926663,0.11968554439522726,0.9047322519397022,-0.4057834961641942,0.45856509441102045
Miami,Logit_switch_start,C(register)[T.Informal conversation at Florida International University],0.34439998000151617,0.20051332397974517,1.717591495497355,0.08587115263621431,-0.04859891341919592,0.7373988734222283
Miami,Logit_switch_start,C(register)[T.Informal conversation at Julia's house],0.335512179602514,0.19441384704380751,1.7257627720669126,0.08439009984125544,-0.045531958699227604,0.7165563179042556
Miami,Logit_switch_start,"C(register)[T.Informal conversation at Lily's house between Lily, who is pregnant, and her mother]",0.14514217573464017,0.282089255447621,0.5145257145804,0.6068844867640365,-0.4077426053684162,0.6980269568376966
Miami,Logit_switch_start,C(register)[T.Informal conversation at Miguel's home],0.27107910644947997,0.17790622454773938,1.5237190668207259,0.12757890439999903,-0.0776106862895849,0.6197688991885448
Miami,Logit_switch_start,"C(register)[T.Informal conversation between Luis and his mother Ava, at Luis's place of work]",-0.1301361441076448,0.1862498314666701,-0.6987181845097831,0.4847281673259516,-0.49517910590897307,0.2349068176936835
Miami,Logit_switch_start,"C(register)[T.Informal conversation between MAR and OSE, probably at OSE's place]",-0.021443932045054886,0.2233377630764395,-0.0960157017320689,0.923508102000488,-0.4591779040626158,0.416290039972506
Miami,Logit_switch_start,C(register)[T.Informal conversation between Paola and her grandmother at a friend's house],0.35542742423610596,0.17290974591650257,2.055566170386604,0.03982435141858095,0.01653054966378925,0.6943242988084226
Miami,Logit_switch_start,C(register)[T.Informal conversation between a couple at Florida International University],0.17667564038467126,0.18060608177183896,0.9782374915140839,0.3279568776441769,-0.17730577527702907,0.5306570560463716
Miami,Logit_switch_start,C(register)[T.Informal conversation between a couple at their house],0.04315812805762849,0.18835685439667776,0.22912958594401814,0.818768198820881,-0.32601452280111487,0.4123307789163718
Miami,Logit_switch_start,C(register)[T.Informal conversation between a couple in their garden; their children join them for a while],0.335161678292221,0.3138464436007975,1.0679161262650336,0.2855583475279392,-0.2799660478413234,0.9502894044257654
Miami,Logit_switch_start,C(register)[T.Informal conversation between a couple in their living room],-0.1177701136565715,0.1841460597194698,-0.6395472910796127,0.5224669591898533,-0.47868975860169427,0.24314953128855124
Miami,Logit_switch_start,C(register)[T.Informal conversation between brother and sister],0.6592296344262069,0.3735414266323897,1.7648099713314238,0.07759570825728562,-0.07289810850698797,1.3913573773594017
Miami,Logit_switch_start,C(register)[T.Informal conversation between neighbours at Ethan's house],0.1544680907050579,0.2334801963805802,0.661589689830781,0.5082342169002081,-0.3031446853042184,0.6120808667143343
Miami,Logit_switch_start,C(register)[T.Informal conversation between three co-workers during their lunch hour],0.21889252104161466,0.17168424192489776,1.2749715325496669,0.2023193181854166,-0.11760240984424652,0.5553874519274759
Miami,Logit_switch_start,C(register)[T.Informal conversation between two classmates at Florida International University],0.1986136350273748,0.21790348117944516,0.9114752731454299,0.3620450083051987,-0.2284693401902392,0.6256966102449888
Miami,Logit_switch_start,C(register)[T.Informal conversation between two co-workers at Florida International University],0.14248682116029138,0.17555850771428558,0.8116201431387362,0.4170096293758908,-0.20160153113930562,0.4865751734598884
Miami,Logit_switch_start,C(register)[T.Informal conversation between two co-workers at their workplace],-0.0693692412349316,0.16892572175769296,-0.4106493701085666,0.681329656889248,-0.400457571942444,0.2617190894725808
Miami,Logit_switch_start,C(register)[T.Informal conversation between two cousins],0.02548050129132995,0.17265892238923358,0.1475770897833359,0.8826765368012928,-0.31292476820106424,0.36388577078372414
Miami,Logit_switch_start,C(register)[T.Informal conversation between two cousins at Felipe's house],0.23502201854635565,0.32046509239038423,0.7333779064462237,0.46332797055155917,-0.39307802084109844,0.8631220579338097
Miami,Logit_switch_start,C(register)[T.Informal conversation between two cousins in a restaurant],-0.25797677679476827,0.22201707536985957,-1.1619681790916452,0.24524839077645633,-0.6931222484726077,0.1771686948830712
Miami,Logit_switch_start,C(register)[T.Informal conversation between two friends at Florida International University],0.176992849123569,0.16227409081285263,1.0907030705702194,0.2754035590652414,-0.14105852449360423,0.4950442227407422
Miami,Logit_switch_start,C(register)[T.Informal conversation between two friends at a café],0.06850425639017896,0.21239061800042697,0.32253899458987045,0.7470444013914375,-0.3477737055448624,0.4847822183252203
Miami,Logit_switch_start,C(register)[T.Informal conversation between two friends at the researcher's house],-0.11106407204124087,0.20075591972550538,-0.5532293752189194,0.5801063545668823,-0.5045384443864457,0.2824103003039639
Miami,Logit_switch_start,C(register)[T.Informal conversation between two friends in Florida International University],0.7981825295021243,0.36250180883410776,2.201871852913699,0.02767436174290269,0.08769203985664953,1.508673019147599
Miami,Logit_switch_start,C(register)[T.Informal conversation between two neighbours at Kevin's house],0.18160138171975487,0.16472187454032458,1.1024727725235917,0.2702561891934745,-0.1412475598452066,0.5044503232847164
Miami,Logit_switch_start,C(register)[T.Informal conversation between two neighbours at Marcela's house],0.012885587751076899,0.17188738988033916,0.07496528837890498,0.9402423300115192,-0.3240075058109824,0.3497786813131362
Miami,Logit_switch_start,C(register)[T.Informal conversation between two sisters at Kayla's workplace],-0.11535300946144103,0.16194641919601688,-0.7122912012140258,0.4762844714554296,-0.4327621585108602,0.2020561395879781
Miami,Logit_switch_start,C(register)[T.Informal conversation between two sisters at Samantha's house],0.002021350748988831,0.19518602822394246,0.010356021726461271,0.9917372378463798,-0.38053623485535687,0.38457893635333457
