corpus,sentence_id,n_switches,mean_span_len,median_span_len,sentence_len,register,topic
Paraguay,317,8,1.75,1.5,14,Formal,PublicAdministration_Changes
Paraguay,318,18,1.7777777777777777,1.0,23,Formal,Cultural_Event_Festival
Paraguay,319,28,1.7857142857142858,1.5,36,Formal,Government_Announcement
Paraguay,322,10,2.4,2.0,20,Informal,Sports_Event
Paraguay,324,6,4.333333333333333,4.0,23,Formal,Infrastructure_Contract
Paraguay,325,34,1.8235294117647058,1.0,42,Formal,Opinion_Commentary
Paraguay,326,14,3.0,2.0,26,Formal,Legislation_Policy
Paraguay,327,24,1.75,1.0,26,Formal,Opinion_Commentary
Paraguay,329,14,1.7142857142857142,1.0,18,Formal,Environment_NationalParks
Paraguay,330,8,1.0,1.0,9,Formal,Opinion_Commentary
Paraguay,334,24,1.75,1.0,27,Formal,Infrastructure_Contract
Paraguay,335,12,1.8333333333333333,1.5,15,Informal,Sports_Event
Paraguay,336,6,1.3333333333333333,1.0,8,Informal,Personal_Emotional
Paraguay,338,12,1.3333333333333333,1.0,10,Informal,Personal_Emotional
Paraguay,339,4,1.5,1.5,11,Informal,UserMention_Request_Response
Paraguay,340,6,3.3333333333333335,2.0,16,Informal,Media_Broadcast_Notice
Paraguay,341,10,2.4,2.0,23,Informal,Personal_Emotional
Paraguay,342,6,1.3333333333333333,1.0,7,Informal,Personal_Emotional
Paraguay,343,16,2.0,1.0,28,Informal,Humor_Rant
Paraguay,344,10,1.8,2.0,13,Formal,Commercial_Product
Paraguay,346,22,2.0,1.0,30,Formal,PublicHealth_Services
Paraguay,348,8,4.0,2.0,18,Informal,Sports_Event
Paraguay,349,10,4.4,5.0,25,Informal,UserMention_Request_Response
Paraguay,350,20,2.1,2.0,27,Formal,Commercial_Product
Paraguay,351,4,1.0,1.0,5,Informal,Other
Paraguay,352,24,2.25,1.5,39,Formal,Education_Policy_University
Paraguay,354,28,1.5,1.0,27,Formal,Cultural_Event_Festival
Paraguay,356,12,1.3333333333333333,1.0,12,Formal,Legislation_Policy
Paraguay,357,12,2.0,1.5,21,Informal,Sports_Event
Paraguay,358,12,1.3333333333333333,1.0,13,Formal,Indigenous_CommunityAid
Paraguay,359,22,2.727272727272727,1.0,36,Formal,PublicAdministration_Changes
Paraguay,361,12,1.3333333333333333,1.0,16,Formal,Legislation_Policy
Paraguay,364,2,4.0,4.0,9,Informal,UserMention_Request_Response
Paraguay,365,6,6.0,6.0,27,Informal,UserMention_Request_Response
Paraguay,366,6,1.3333333333333333,1.0,6,Formal,Legislation_Policy
Paraguay,367,10,1.4,1.0,13,Formal,Cultural_Event_Festival
Paraguay,368,8,3.75,2.5,26,Informal,UserMention_Request_Response
Paraguay,369,14,1.5714285714285714,1.0,15,Formal,Procurement_Licitation
Paraguay,370,14,1.4285714285714286,1.0,16,Formal,Opinion_Commentary
Paraguay,372,2,3.0,3.0,10,Informal,Shopping_PersonalPurchase
Paraguay,374,6,3.0,3.0,13,Formal,PublicAdministration_Changes
Paraguay,375,10,1.8,1.0,11,Formal,Legal_Judicial
Paraguay,376,16,1.625,1.5,17,Formal,Government_Announcement
Paraguay,377,8,1.25,1.0,8,Formal,PublicHealth_Services
Paraguay,378,22,1.9090909090909092,1.0,28,Formal,Cultural_Event_Festival
Paraguay,379,18,2.0,2.0,25,Formal,PublicAdministration_Changes
Paraguay,380,6,1.6666666666666667,2.0,10,Informal,Corruption_Donations_Procurement
Paraguay,382,6,1.0,1.0,10,Informal,Personal_Emotional
Paraguay,383,6,1.3333333333333333,1.0,6,Informal,UserMention_Request_Response
Paraguay,384,8,2.75,2.0,19,Informal,Cultural_Event_Festival
Paraguay,385,20,1.7,1.0,21,Formal,Education_Policy_University
Paraguay,386,4,3.0,3.0,11,Formal,Indigenous_CommunityAid
Paraguay,387,4,1.0,1.0,10,Informal,Personal_Emotional
Paraguay,389,6,2.6666666666666665,3.0,11,Informal,UserMention_Request_Response
Paraguay,390,2,1.0,1.0,15,Informal,UserMention_Request_Response
Paraguay,394,8,1.5,1.5,11,Formal,Legal_Judicial
Paraguay,395,4,1.5,1.5,6,Formal,PublicAdministration_Changes
Paraguay,397,8,5.0,3.0,24,Informal,UserMention_Request_Response
Paraguay,398,6,2.0,2.0,7,Formal,Infrastructure_Contract
Paraguay,399,8,1.25,1.0,8,Formal,PublicAdministration_Changes
Paraguay,400,28,2.2142857142857144,1.5,44,Informal,PublicHealth_Services
Paraguay,401,24,1.25,1.0,24,Formal,Commercial_Product
Paraguay,402,22,1.8181818181818181,1.0,30,Formal,Legislation_Policy
Paraguay,404,24,2.3333333333333335,2.0,34,Formal,Agriculture_Reactivation
Paraguay,405,8,2.25,2.5,12,Formal,Transport_PublicSafety
Paraguay,409,12,1.8333333333333333,1.0,17,Formal,Education_Policy_University
Paraguay,412,8,2.5,2.0,14,Formal,Cultural_Event_Festival
Paraguay,414,20,1.9,2.0,26,Formal,Protest_Report
Paraguay,417,6,3.6666666666666665,3.0,16,Informal,Cultural_Heritage_Archive
Paraguay,418,8,1.5,1.0,11,Informal,UserMention_Request_Response
Paraguay,419,34,1.6470588235294117,1.0,45,Formal,Corruption_Donations_Procurement
Paraguay,420,2,2.0,2.0,8,Formal,Health_COVID
Paraguay,421,2,3.0,3.0,5,Formal,Indigenous_CommunityAid
Paraguay,422,10,2.8,3.0,16,Informal,Humor_Rant
Paraguay,424,16,1.5,1.0,16,Informal,UserMention_Request_Response
Paraguay,425,10,2.0,2.0,22,Informal,Humor_Rant
Paraguay,426,6,2.3333333333333335,2.0,13,Informal,UserMention_Request_Response
Paraguay,427,10,2.0,1.0,20,Informal,Humor_Rant
Paraguay,428,20,1.9,1.0,22,Formal,PublicHealth_Services
Paraguay,429,22,1.6363636363636365,1.0,20,Informal,Opinion_Commentary
Paraguay,430,14,2.2857142857142856,2.0,26,Informal,Shopping_PersonalPurchase
Paraguay,433,6,1.3333333333333333,1.0,7,Informal,Opinion_Commentary
Paraguay,434,14,2.5714285714285716,3.0,21,Formal,Government_Announcement
Paraguay,435,6,2.3333333333333335,1.0,9,Informal,Personal_Emotional
Paraguay,436,8,2.0,1.5,9,Informal,Personal_Emotional
Paraguay,437,26,1.3076923076923077,1.0,21,Formal,PublicAdministration_Changes
Paraguay,438,18,2.2222222222222223,2.0,25,Formal,PublicAdministration_Changes
Paraguay,439,6,1.0,1.0,14,Informal,Corruption_Donations_Procurement
Paraguay,440,26,2.3076923076923075,2.0,41,Formal,Infrastructure_Contract
Paraguay,441,6,4.0,3.0,19,Informal,Humor_Rant
Paraguay,442,16,2.0,1.5,27,Informal,Sports_Event
Paraguay,443,22,2.090909090909091,2.0,27,Formal,PublicAdministration_Changes
Paraguay,444,14,1.5714285714285714,1.0,16,Formal,Other
Paraguay,445,2,3.0,3.0,4,Informal,Opinion_Commentary
Paraguay,446,6,2.0,2.0,13,Informal,Humor_Rant
Paraguay,447,12,1.8333333333333333,1.5,14,Informal,Humor_Rant
Paraguay,450,14,1.5714285714285714,1.0,14,Formal,Government_Announcement
Paraguay,452,4,1.5,1.5,6,Formal,Crime_Investigation
Paraguay,453,2,4.0,4.0,11,Formal,Cultural_Event_Festival
Paraguay,454,6,1.6666666666666667,2.0,7,Formal,Legal_Judicial
Paraguay,455,22,2.090909090909091,2.0,28,Formal,PublicAdministration_Changes
Paraguay,457,16,1.625,1.5,22,Formal,Environment_NationalParks
Paraguay,458,26,2.1538461538461537,2.0,37,Formal,PublicAdministration_Changes
Paraguay,459,8,3.25,3.0,18,Formal,Cultural_Event_Festival
Paraguay,460,6,1.3333333333333333,1.0,9,Formal,Indigenous_CommunityAid
Paraguay,461,14,1.2857142857142858,1.0,19,Formal,Crime_Investigation
Paraguay,462,8,3.5,3.0,21,Informal,Personal_Emotional
Paraguay,463,16,3.25,1.5,32,Formal,Environment_NationalParks
Paraguay,464,8,4.25,3.0,23,Informal,Personal_Emotional
Paraguay,465,6,4.666666666666667,5.0,21,Formal,Cultural_Event_Festival
Paraguay,466,10,3.4,2.0,21,Formal,Rural_Community_Issues
Paraguay,467,6,1.6666666666666667,2.0,10,Informal,Humor_Rant
Paraguay,469,4,2.0,2.0,11,Informal,Humor_Rant
Paraguay,471,8,3.5,2.5,18,Informal,UserMention_Request_Response
Paraguay,472,8,1.5,1.5,9,Formal,Mobilization_Call
Paraguay,473,24,1.5833333333333333,1.0,25,Formal,Protest_Report
Paraguay,474,12,2.1666666666666665,2.0,17,Formal,PublicAdministration_Changes
Paraguay,475,4,3.0,3.0,14,Informal,UserMention_Request_Response
Paraguay,476,6,2.6666666666666665,2.0,13,Informal,Personal_Emotional
Paraguay,477,22,1.3636363636363635,1.0,23,Informal,Personal_Emotional
Paraguay,478,12,3.0,3.0,22,Formal,Government_Announcement
Paraguay,479,2,2.0,2.0,4,Formal,Environment_NationalParks
Paraguay,480,10,2.8,2.0,21,Formal,Cultural_Event_Festival
Paraguay,481,22,2.0,2.0,30,Formal,Opinion_Commentary
Paraguay,482,10,5.6,4.0,38,Formal,Government_Announcement
Paraguay,484,4,2.0,2.0,10,Formal,Government_Announcement
Paraguay,485,6,2.0,2.0,9,Informal,UserMention_Request_Response
Paraguay,486,12,1.5,1.5,18,Formal,Legislation_Policy
Paraguay,487,4,2.0,2.0,11,Informal,Sports_Event
Paraguay,488,6,1.0,1.0,8,Formal,Infrastructure_Contract
Paraguay,489,18,1.1111111111111112,1.0,19,Informal,Cultural_Event_Festival
Paraguay,490,6,2.3333333333333335,1.0,13,Formal,Media_Broadcast_Notice
Paraguay,491,4,2.5,2.5,9,Formal,Health_COVID
Paraguay,492,30,3.6,4.0,56,Formal,Transport_PublicSafety
Paraguay,493,6,1.6666666666666667,1.0,7,Informal,Personal_Emotional
Paraguay,495,8,2.25,2.5,15,Informal,Sports_Event
Paraguay,496,10,3.6,4.0,23,Formal,Education_Policy_University
Paraguay,497,12,2.0,1.5,15,Formal,Cultural_Event_Festival
Paraguay,498,8,2.75,2.5,17,Formal,Transport_PublicSafety
Paraguay,499,22,2.909090909090909,2.0,39,Formal,Government_Announcement
Paraguay,501,24,1.4166666666666667,1.0,26,Formal,Government_Announcement
Paraguay,502,22,2.1818181818181817,2.0,32,Formal,Opinion_Commentary
Paraguay,503,20,2.3,1.5,32,Formal,Indigenous_CommunityAid
Paraguay,504,18,1.6666666666666667,1.0,23,Formal,Procurement_Licitation
Paraguay,505,32,2.4375,2.0,44,Formal,Protest_Report
Paraguay,506,10,3.0,3.0,21,Formal,PublicHealth_Services
Paraguay,509,30,1.7333333333333334,1.0,39,Formal,PublicHealth_Services
Paraguay,510,4,3.5,3.5,11,Informal,UserMention_Request_Response
Paraguay,511,12,1.6666666666666667,1.0,16,Informal,Humor_Rant
Paraguay,512,20,2.8,1.5,40,Informal,Personal_Emotional
Paraguay,513,18,1.3333333333333333,1.0,21,Formal,PublicAdministration_Changes
Paraguay,514,18,1.3333333333333333,1.0,14,Formal,Legislation_Policy
Paraguay,515,22,1.3636363636363635,1.0,24,Formal,Commercial_Product
Paraguay,516,16,3.0,3.5,30,Formal,PublicAdministration_Changes
Paraguay,517,6,2.6666666666666665,3.0,15,Informal,Entertainment_Music_Film
Paraguay,518,10,1.2,1.0,8,Formal,Legislation_Policy
Paraguay,520,6,2.0,2.0,10,Formal,Protest_Report
Paraguay,521,2,4.0,4.0,10,Informal,Humor_Rant
Paraguay,522,18,2.111111111111111,2.0,27,Formal,Government_Announcement
Paraguay,523,6,1.6666666666666667,2.0,7,Formal,Commercial_Product
Paraguay,524,6,1.6666666666666667,1.0,6,Formal,PublicHealth_Services
Paraguay,525,8,1.25,1.0,12,Formal,Corruption_Donations_Procurement
